Country,Code,Year,suscide-rate
Spain,ESP,1953,6.015323
Spain,ESP,1954,5.878178
Spain,ESP,1955,5.498069
Spain,ESP,1956,5.2678595
Spain,ESP,1957,5.253582
Spain,ESP,1958,4.9856277
Spain,ESP,1959,5.096832
Spain,ESP,1960,5.4772844
Spain,ESP,1961,5.1111217
Spain,ESP,1962,4.8091455
Spain,ESP,1963,4.7958665
Spain,ESP,1964,4.758185
Spain,ESP,1965,4.554513
Spain,ESP,1966,4.399977
Spain,ESP,1967,4.244468
Spain,ESP,1968,4.0273085
Spain,ESP,1969,4.1518474
Spain,ESP,1970,3.9885058
Spain,ESP,1971,4.019723
Spain,ESP,1972,4.1530347
Spain,ESP,1973,3.9259863
Spain,ESP,1974,3.6715643
Spain,ESP,1975,3.6744618
Spain,ESP,1976,3.8569002
Spain,ESP,1977,3.8073812
Spain,ESP,1978,3.8328907
Spain,ESP,1979,3.8584638
Spain,ESP,1980,4.074318
Spain,ESP,1981,4.2041764
Spain,ESP,1982,4.445822
Spain,ESP,1983,5.0826254
Spain,ESP,1984,5.7601066
Spain,ESP,1985,5.6974216
Spain,ESP,1986,6.2211156
Spain,ESP,1987,6.198634
Spain,ESP,1988,6.51844
Spain,ESP,1989,6.489957
Spain,ESP,1990,6.245519
Spain,ESP,1991,6.136345
Spain,ESP,1992,5.799903
Spain,ESP,1993,6.374966
Spain,ESP,1994,6.5760016
Spain,ESP,1995,6.4382253
Spain,ESP,1996,6.783312
Spain,ESP,1997,6.762559
Spain,ESP,1998,6.459838
Spain,ESP,1999,6.21019
Spain,ESP,2000,6.479599
Spain,ESP,2001,5.9836645
Spain,ESP,2002,6.222061
Spain,ESP,2003,6.301854
Spain,ESP,2004,6.2476826
Spain,ESP,2005,5.8884788
Spain,ESP,2006,5.5339894
Spain,ESP,2007,5.376092
Spain,ESP,2008,5.711126
Spain,ESP,2009,5.601103
Spain,ESP,2010,5.0449963
Spain,ESP,2011,5.038416
Spain,ESP,2012,5.586534
Spain,ESP,2013,6.1266537
Spain,ESP,2014,6.1928735
Spain,ESP,2015,5.6241913
Spain,ESP,2016,5.5181727
Spain,ESP,2017,5.6713867
Spain,ESP,2018,5.4367294
Spain,ESP,2019,5.657559
Spain,ESP,2020,5.906109
Spain,ESP,2021,6.067598
Sri Lanka,LKA,1955,9.111321
Sri Lanka,LKA,1956,10.255475
Sri Lanka,LKA,1957,10.879954
Sri Lanka,LKA,1958,11.221517
Sri Lanka,LKA,1959,10.764699
Sri Lanka,LKA,1960,12.935731
Sri Lanka,LKA,1961,12.578596
Sri Lanka,LKA,1962,14.794491
Sri Lanka,LKA,1963,15.773143
Sri Lanka,LKA,1964,18.477491
Sri Lanka,LKA,1965,17.325323
Sri Lanka,LKA,1966,17.571348
Sri Lanka,LKA,1967,21.324963
Sri Lanka,LKA,1968,21.37839
Sri Lanka,LKA,1977,21.59946
Sri Lanka,LKA,1980,32.39783
Sri Lanka,LKA,1981,32.347115
Sri Lanka,LKA,1982,34.984215
Sri Lanka,LKA,1983,38.26362
Sri Lanka,LKA,1984,39.016304
Sri Lanka,LKA,1985,38.065315
Sri Lanka,LKA,1986,35.886765
Sri Lanka,LKA,1996,27.764168
Sri Lanka,LKA,1997,32.781563
Sri Lanka,LKA,1998,30.681452
Sri Lanka,LKA,1999,30.773567
Sri Lanka,LKA,2000,28.669085
Sri Lanka,LKA,2001,24.724054
Sri Lanka,LKA,2002,23.330278
Sri Lanka,LKA,2003,23.49623
Sri Lanka,LKA,2004,22.547838
Sri Lanka,LKA,2005,22.383455
Sri Lanka,LKA,2006,20.435661
Sri Lanka,LKA,2007,19.568962
Sri Lanka,LKA,2009,17.811998
Sri Lanka,LKA,2010,17.486305
Sri Lanka,LKA,2011,16.490301
Sri Lanka,LKA,2012,15.24946
Sri Lanka,LKA,2013,15.046156
Sri Lanka,LKA,2014,13.111486
Sri Lanka,LKA,2015,12.425731
Sri Lanka,LKA,2019,12.144417
Suriname,SUR,1963,5.593861
Suriname,SUR,1964,10.674753
Suriname,SUR,1965,9.165425
Suriname,SUR,1966,5.9632344
Suriname,SUR,1971,9.440261
Suriname,SUR,1975,11.6764145
Suriname,SUR,1976,12.329337
Suriname,SUR,1977,8.760223
Suriname,SUR,1978,15.05806
Suriname,SUR,1979,16.466406
Suriname,SUR,1980,22.287725
Suriname,SUR,1981,17.571152
Suriname,SUR,1982,26.530758
Suriname,SUR,1984,42.397633
Suriname,SUR,1985,32.008583
Suriname,SUR,1986,12.336543
Suriname,SUR,1987,15.7394
Suriname,SUR,1988,14.012551
Suriname,SUR,1989,15.429552
Suriname,SUR,1990,6.9310365
Suriname,SUR,1991,14.950436
Suriname,SUR,1992,12.198853
Suriname,SUR,1995,13.327649
Suriname,SUR,1996,5.5125213
Suriname,SUR,1997,7.8545885
Suriname,SUR,1998,7.453263
Suriname,SUR,1999,12.421682
Suriname,SUR,2000,11.59947
Suriname,SUR,2001,16.579576
Suriname,SUR,2002,15.336634
Suriname,SUR,2003,17.313723
Suriname,SUR,2004,15.273264
Suriname,SUR,2005,15.241309
Suriname,SUR,2006,23.59695
Suriname,SUR,2007,24.83783
Suriname,SUR,2008,30.293865
Suriname,SUR,2009,26.59938
Suriname,SUR,2010,26.79526
Suriname,SUR,2011,24.459948
Suriname,SUR,2012,25.744272
Suriname,SUR,2013,24.337643
Suriname,SUR,2014,23.955114
Sweden,SWE,1951,14.559921
Sweden,SWE,1952,14.895695
Sweden,SWE,1953,16.389748
Sweden,SWE,1954,14.801098
Sweden,SWE,1955,15.539324
Sweden,SWE,1956,17.589016
Sweden,SWE,1957,17.438316
Sweden,SWE,1958,14.900005
Sweden,SWE,1959,15.868116
Sweden,SWE,1960,15.232696
Sweden,SWE,1961,14.734419
Sweden,SWE,1962,16.222797
Sweden,SWE,1963,16.320488
Sweden,SWE,1964,17.423105
Sweden,SWE,1965,16.626493
Sweden,SWE,1966,17.666126
Sweden,SWE,1967,19.308064
Sweden,SWE,1968,19.361156
Sweden,SWE,1969,19.568098
Sweden,SWE,1970,19.885351
Sweden,SWE,1971,18.195908
Sweden,SWE,1972,18.198212
Sweden,SWE,1973,18.630188
Sweden,SWE,1974,17.766851
Sweden,SWE,1975,17.47587
Sweden,SWE,1976,17.046333
Sweden,SWE,1977,17.413588
Sweden,SWE,1978,16.828894
Sweden,SWE,1979,18.168121
Sweden,SWE,1980,17.274305
Sweden,SWE,1981,15.283567
Sweden,SWE,1982,16.83182
Sweden,SWE,1983,16.531935
Sweden,SWE,1984,17.245867
Sweden,SWE,1985,15.72008
Sweden,SWE,1986,16.133953
Sweden,SWE,1987,15.70118
Sweden,SWE,1988,16.192078
Sweden,SWE,1989,16.024652
Sweden,SWE,1990,14.340263
Sweden,SWE,1991,14.640076
Sweden,SWE,1992,13.000071
Sweden,SWE,1993,13.2547
Sweden,SWE,1994,12.3852
Sweden,SWE,1995,12.804797
Sweden,SWE,1996,11.83133
Sweden,SWE,1997,11.582092
Sweden,SWE,1998,11.398538
Sweden,SWE,1999,11.586614
Sweden,SWE,2000,10.50198
Sweden,SWE,2001,10.845637
Sweden,SWE,2002,10.9708805
Sweden,SWE,2003,10.374561
Sweden,SWE,2004,10.686616
Sweden,SWE,2005,11.115829
Sweden,SWE,2006,10.879604
Sweden,SWE,2007,10.341407
Sweden,SWE,2008,10.61266
Sweden,SWE,2009,11.223649
Sweden,SWE,2010,10.059788
Sweden,SWE,2011,10.015467
Sweden,SWE,2012,10.027443
Sweden,SWE,2013,10.672781
Sweden,SWE,2014,9.898324
Sweden,SWE,2015,10.121651
Sweden,SWE,2016,9.5887
Sweden,SWE,2017,9.905374
Sweden,SWE,2018,10.761146
Sweden,SWE,2019,11.071481
Sweden,SWE,2020,10.053353
Sweden,SWE,2021,10.148428
Sweden,SWE,2022,9.926307
Switzerland,CHE,1951,19.605257
Switzerland,CHE,1952,19.823147
Switzerland,CHE,1953,20.137579
Switzerland,CHE,1954,20.834223
Switzerland,CHE,1955,19.630445
Switzerland,CHE,1956,19.803644
Switzerland,CHE,1957,19.26623
Switzerland,CHE,1958,19.415903
Switzerland,CHE,1959,17.989658
Switzerland,CHE,1960,17.785625
Switzerland,CHE,1961,17.051842
Switzerland,CHE,1962,17.737724
Switzerland,CHE,1963,16.13738
Switzerland,CHE,1964,15.95987
Switzerland,CHE,1965,17.289783
Switzerland,CHE,1966,17.362804
Switzerland,CHE,1967,16.707403
Switzerland,CHE,1968,16.167559
Switzerland,CHE,1969,16.246918
Switzerland,CHE,1970,17.277334
Switzerland,CHE,1971,17.305374
Switzerland,CHE,1972,18.161053
Switzerland,CHE,1973,17.288673
Switzerland,CHE,1974,18.81595
Switzerland,CHE,1975,20.896782
Switzerland,CHE,1976,20.313461
Switzerland,CHE,1977,21.83301
Switzerland,CHE,1978,21.835306
Switzerland,CHE,1979,22.36834
Switzerland,CHE,1980,22.789785
Switzerland,CHE,1981,21.00935
Switzerland,CHE,1982,21.805014
Switzerland,CHE,1983,22.068754
Switzerland,CHE,1984,21.640902
Switzerland,CHE,1985,21.661238
Switzerland,CHE,1986,19.581774
Switzerland,CHE,1987,20.180122
Switzerland,CHE,1988,18.857946
Switzerland,CHE,1989,19.18289
Switzerland,CHE,1990,18.163984
Switzerland,CHE,1991,18.7156
Switzerland,CHE,1992,17.29281
Switzerland,CHE,1993,16.97251
Switzerland,CHE,1994,17.736435
Switzerland,CHE,1995,16.601265
Switzerland,CHE,1996,16.74674
Switzerland,CHE,1997,15.490797
Switzerland,CHE,1998,15.631221
Switzerland,CHE,1999,14.635565
Switzerland,CHE,2000,15.438591
Switzerland,CHE,2001,14.598294
Switzerland,CHE,2002,15.4550495
Switzerland,CHE,2003,13.219852
Switzerland,CHE,2004,13.111867
Switzerland,CHE,2005,13.239814
Switzerland,CHE,2006,13.106306
Switzerland,CHE,2007,13.308706
Switzerland,CHE,2008,12.581096
Switzerland,CHE,2009,11.151591
Switzerland,CHE,2010,9.840734
Switzerland,CHE,2011,9.984864
Switzerland,CHE,2012,9.839201
Switzerland,CHE,2013,9.896642
Switzerland,CHE,2014,9.209283
Switzerland,CHE,2015,9.781524
Switzerland,CHE,2016,9.039423
Switzerland,CHE,2017,9.260629
Switzerland,CHE,2018,8.918019
Switzerland,CHE,2019,8.733012
Switzerland,CHE,2020,8.520639
Switzerland,CHE,2021,8.572086
Syria,SYR,1998,0.12530953
Syria,SYR,1999,0.21049775
Syria,SYR,2000,0.16876304
Syria,SYR,2001,0.07798886
Syria,SYR,2002,0.20709023
Syria,SYR,2003,0.17036054
Syria,SYR,2004,0.19573098
Syria,SYR,2005,0.16651045
Syria,SYR,2006,0.16269949
Syria,SYR,2007,0.18692292
Syria,SYR,2008,0.22239521
Syria,SYR,2009,0.12016224
Syria,SYR,2010,0.17135303
Tajikistan,TJK,1981,5.953521
Tajikistan,TJK,1982,10.59353
Tajikistan,TJK,1985,8.64147
Tajikistan,TJK,1986,7.42386
Tajikistan,TJK,1987,5.810297
Tajikistan,TJK,1988,5.5130315
Tajikistan,TJK,1989,6.4556055
Tajikistan,TJK,1990,6.45518
Tajikistan,TJK,1991,5.503849
Tajikistan,TJK,1992,5.204139
Tajikistan,TJK,1993,3.7681165
Tajikistan,TJK,1994,5.0273066
Tajikistan,TJK,1995,5.221168
Tajikistan,TJK,1996,4.4668856
Tajikistan,TJK,1997,4.0078454
Tajikistan,TJK,1998,3.5809977
Tajikistan,TJK,1999,4.899471
Tajikistan,TJK,2000,3.5538957
Tajikistan,TJK,2001,3.23552
Tajikistan,TJK,2002,2.9561818
Tajikistan,TJK,2003,3.1293178
Tajikistan,TJK,2004,2.9492104
Tajikistan,TJK,2005,3.477081
Tajikistan,TJK,2016,3.147297
Tajikistan,TJK,2017,2.163958
Thailand,THA,1969,4.447399
Thailand,THA,1970,4.351449
Thailand,THA,1971,3.753707
Thailand,THA,1972,4.5429707
Thailand,THA,1973,4.6184916
Thailand,THA,1974,5.1106043
Thailand,THA,1975,4.982506
Thailand,THA,1976,4.749045
Thailand,THA,1977,6.269314
Thailand,THA,1978,6.038153
Thailand,THA,1979,7.202281
Thailand,THA,1980,8.195943
Thailand,THA,1981,7.6497374
Thailand,THA,1982,7.08764
Thailand,THA,1983,6.850812
Thailand,THA,1984,6.2916756
Thailand,THA,1985,6.1694055
Thailand,THA,1986,5.614195
Thailand,THA,1987,5.9220653
Thailand,THA,1990,6.7906494
Thailand,THA,1991,6.3155165
Thailand,THA,1992,6.1450586
Thailand,THA,1994,4.0613365
Thailand,THA,1995,7.0311265
Thailand,THA,1996,7.13754
Thailand,THA,1997,6.5630155
Thailand,THA,1998,7.723456
Thailand,THA,1999,8.136549
Thailand,THA,2000,7.8712926
Thailand,THA,2002,7.423721
Thailand,THA,2003,6.567526
Thailand,THA,2004,6.1903214
Thailand,THA,2005,5.6046495
Thailand,THA,2006,5.047382
Thailand,THA,2007,5.513125
Thailand,THA,2008,5.4971337
Thailand,THA,2009,5.4747844
Thailand,THA,2010,5.4074597
Thailand,THA,2011,5.4648004
Thailand,THA,2012,5.5954947
Thailand,THA,2013,5.459417
Thailand,THA,2014,5.3853126
Thailand,THA,2015,5.6469946
Thailand,THA,2016,5.5352507
Thailand,THA,2017,5.7610946
Thailand,THA,2018,6.3133025
Thailand,THA,2019,7.70064
Trinidad and Tobago,TTO,1951,4.269865
Trinidad and Tobago,TTO,1952,5.5763435
Trinidad and Tobago,TTO,1953,6.2235823
Trinidad and Tobago,TTO,1954,6.1301923
Trinidad and Tobago,TTO,1955,7.998585
Trinidad and Tobago,TTO,1956,7.2831845
Trinidad and Tobago,TTO,1957,7.7035646
Trinidad and Tobago,TTO,1958,4.8390965
Trinidad and Tobago,TTO,1960,4.2245793
Trinidad and Tobago,TTO,1961,4.686509
Trinidad and Tobago,TTO,1962,3.849185
Trinidad and Tobago,TTO,1963,2.567165
Trinidad and Tobago,TTO,1967,5.010607
Trinidad and Tobago,TTO,1968,10.800336
Trinidad and Tobago,TTO,1970,11.2898035
Trinidad and Tobago,TTO,1971,6.6594806
Trinidad and Tobago,TTO,1972,12.6787
Trinidad and Tobago,TTO,1973,12.567545
Trinidad and Tobago,TTO,1974,9.1225605
Trinidad and Tobago,TTO,1975,10.78785
Trinidad and Tobago,TTO,1976,10.992195
Trinidad and Tobago,TTO,1977,10.711439
Trinidad and Tobago,TTO,1978,4.904975
Trinidad and Tobago,TTO,1979,6.0683413
Trinidad and Tobago,TTO,1980,4.3137646
Trinidad and Tobago,TTO,1981,5.4625864
Trinidad and Tobago,TTO,1982,7.519302
Trinidad and Tobago,TTO,1983,9.482349
Trinidad and Tobago,TTO,1984,6.576272
Trinidad and Tobago,TTO,1985,2.660398
Trinidad and Tobago,TTO,1986,9.592934
Trinidad and Tobago,TTO,1987,10.63419
Trinidad and Tobago,TTO,1988,15.115957
Trinidad and Tobago,TTO,1989,15.81646
Trinidad and Tobago,TTO,1990,14.837586
Trinidad and Tobago,TTO,1991,12.86188
Trinidad and Tobago,TTO,1992,14.06027
Trinidad and Tobago,TTO,1993,14.801943
Trinidad and Tobago,TTO,1994,12.625281
Trinidad and Tobago,TTO,1995,15.976985
Trinidad and Tobago,TTO,1996,12.410891
Trinidad and Tobago,TTO,1997,13.101082
Trinidad and Tobago,TTO,1998,13.815228
Trinidad and Tobago,TTO,1999,11.497479
Trinidad and Tobago,TTO,2000,13.266196
Trinidad and Tobago,TTO,2001,13.831696
Trinidad and Tobago,TTO,2002,11.799019
Trinidad and Tobago,TTO,2003,10.831355
Trinidad and Tobago,TTO,2004,12.631031
Trinidad and Tobago,TTO,2005,10.003901
Trinidad and Tobago,TTO,2006,10.3149395
Trinidad and Tobago,TTO,2007,9.312971
Trinidad and Tobago,TTO,2008,14.210675
Trinidad and Tobago,TTO,2009,9.056443
Trinidad and Tobago,TTO,2010,11.203311
Trinidad and Tobago,TTO,2011,9.679259
Trinidad and Tobago,TTO,2012,10.381741
Turkey,TUR,2009,1.4626107
Turkey,TUR,2010,2.090506
Turkey,TUR,2011,1.5431672
Turkey,TUR,2012,1.9055582
Turkey,TUR,2013,2.3434076
Turkey,TUR,2014,2.060315
Turkey,TUR,2015,1.9143325
Turkey,TUR,2016,2.276864
Turkey,TUR,2017,3.2945068
Turkey,TUR,2018,3.9811418
Turkey,TUR,2019,3.9915907
Turkmenistan,TKM,1981,12.085188
Turkmenistan,TKM,1982,10.142252
Turkmenistan,TKM,1985,9.738485
Turkmenistan,TKM,1986,12.012628
Turkmenistan,TKM,1987,11.1308775
Turkmenistan,TKM,1988,10.218231
Turkmenistan,TKM,1989,9.519287
Turkmenistan,TKM,1990,10.626863
Turkmenistan,TKM,1991,9.283673
Turkmenistan,TKM,1992,8.596193
Turkmenistan,TKM,1993,7.8029695
Turkmenistan,TKM,1994,7.5507255
Turkmenistan,TKM,1995,6.781543
Turkmenistan,TKM,1996,7.7231755
Turkmenistan,TKM,1997,8.319588
Turkmenistan,TKM,1998,10.339175
Turkmenistan,TKM,1999,11.2379875
Turkmenistan,TKM,2000,9.224923
Turkmenistan,TKM,2001,10.568678
Turkmenistan,TKM,2002,9.454287
Turkmenistan,TKM,2003,8.405687
Turkmenistan,TKM,2004,8.636287
Turkmenistan,TKM,2005,10.335005
Turkmenistan,TKM,2006,10.915115
Turkmenistan,TKM,2007,7.5815673
Turkmenistan,TKM,2008,4.768376
Turkmenistan,TKM,2009,3.1226919
Turkmenistan,TKM,2010,3.3993087
Turkmenistan,TKM,2011,2.5186632
Turkmenistan,TKM,2012,2.5135353
Turkmenistan,TKM,2013,1.8732687
Turkmenistan,TKM,2014,2.415826
Turkmenistan,TKM,2015,2.3906498
Ukraine,UKR,1981,21.623026
Ukraine,UKR,1982,22.449156
Ukraine,UKR,1985,20.052177
Ukraine,UKR,1986,16.478645
Ukraine,UKR,1987,17.31027
Ukraine,UKR,1988,16.866222
Ukraine,UKR,1989,18.84877
Ukraine,UKR,1990,18.443045
Ukraine,UKR,1991,18.447813
Ukraine,UKR,1992,20.034159
Ukraine,UKR,1993,21.32325
Ukraine,UKR,1994,23.671867
Ukraine,UKR,1995,25.157602
Ukraine,UKR,1996,26.262796
Ukraine,UKR,1997,25.840208
Ukraine,UKR,1998,25.735369
Ukraine,UKR,1999,25.04327
Ukraine,UKR,2000,25.307806
Ukraine,UKR,2001,23.048546
Ukraine,UKR,2002,22.216393
Ukraine,UKR,2003,21.816565
Ukraine,UKR,2004,20.040096
Ukraine,UKR,2005,18.95276
Ukraine,UKR,2006,17.824738
Ukraine,UKR,2007,18.134304
Ukraine,UKR,2008,17.010319
Ukraine,UKR,2009,17.599266
Ukraine,UKR,2010,16.586927
Ukraine,UKR,2011,16.443026
Ukraine,UKR,2012,16.56888
Ukraine,UKR,2014,15.325673
Ukraine,UKR,2015,14.5506
Ukraine,UKR,2017,12.509099
Ukraine,UKR,2018,12.069703
Ukraine,UKR,2019,11.911246
United Arab Emirates,ARE,2018,1.1676102
United Arab Emirates,ARE,2019,0.49269062
United Arab Emirates,ARE,2020,1.3792543
United Kingdom,GBR,1950,8.116419
United Kingdom,GBR,1951,8.081386
United Kingdom,GBR,1952,7.7890286
United Kingdom,GBR,1953,8.469019
United Kingdom,GBR,1954,8.928726
United Kingdom,GBR,1955,8.922243
United Kingdom,GBR,1956,9.326525
United Kingdom,GBR,1957,9.353084
United Kingdom,GBR,1958,9.39134
United Kingdom,GBR,1959,9.215195
United Kingdom,GBR,1960,9.088523
United Kingdom,GBR,1961,9.139429
United Kingdom,GBR,1962,9.84324
United Kingdom,GBR,1963,10.0901165
United Kingdom,GBR,1964,9.696188
United Kingdom,GBR,1965,9.024946
United Kingdom,GBR,1966,8.776802
United Kingdom,GBR,1967,8.305869
United Kingdom,GBR,1968,8.011332
United Kingdom,GBR,1969,7.5321736
United Kingdom,GBR,1970,6.9531326
United Kingdom,GBR,1971,6.950486
United Kingdom,GBR,1972,6.809534
United Kingdom,GBR,1973,6.9512334
United Kingdom,GBR,1974,7.0541
United Kingdom,GBR,1975,6.728405
United Kingdom,GBR,1976,6.9395914
United Kingdom,GBR,1977,7.15653
United Kingdom,GBR,1978,7.2688723
United Kingdom,GBR,1979,7.6470547
United Kingdom,GBR,1980,7.817476
United Kingdom,GBR,1981,7.9111395
United Kingdom,GBR,1982,7.7872324
United Kingdom,GBR,1983,7.70861
United Kingdom,GBR,1984,7.7303395
United Kingdom,GBR,1985,7.9347773
United Kingdom,GBR,1986,7.471793
United Kingdom,GBR,1987,7.161624
United Kingdom,GBR,1988,7.735447
United Kingdom,GBR,1989,6.798954
United Kingdom,GBR,1990,7.277498
United Kingdom,GBR,1991,7.1540895
United Kingdom,GBR,1992,7.2516108
United Kingdom,GBR,1993,6.9694023
United Kingdom,GBR,1994,6.8245606
United Kingdom,GBR,1995,6.710214
United Kingdom,GBR,1996,6.430166
United Kingdom,GBR,1997,6.425081
United Kingdom,GBR,1998,6.826987
United Kingdom,GBR,1999,6.8177676
United Kingdom,GBR,2000,6.589573
United Kingdom,GBR,2001,6.3520207
United Kingdom,GBR,2002,6.3707867
United Kingdom,GBR,2003,6.055769
United Kingdom,GBR,2004,6.271398
United Kingdom,GBR,2005,6.014659
United Kingdom,GBR,2006,6.089381
United Kingdom,GBR,2007,5.729519
United Kingdom,GBR,2008,6.249452
United Kingdom,GBR,2009,6.1712155
United Kingdom,GBR,2010,5.998675
United Kingdom,GBR,2011,6.290413
United Kingdom,GBR,2012,6.270688
United Kingdom,GBR,2013,6.647798
United Kingdom,GBR,2014,6.591643
United Kingdom,GBR,2015,6.6997676
United Kingdom,GBR,2016,6.595401
United Kingdom,GBR,2017,6.386915
United Kingdom,GBR,2018,7.303023
United Kingdom,GBR,2019,7.843808
United Kingdom,GBR,2020,7.5582347
United States,USA,1950,11.211248
United States,USA,1951,10.235735
United States,USA,1952,9.880069
United States,USA,1953,9.974722
United States,USA,1954,10.042843
United States,USA,1955,10.114359
United States,USA,1956,9.937938
United States,USA,1957,9.766419
United States,USA,1958,10.7560425
United States,USA,1959,10.658632
United States,USA,1960,10.779923
United States,USA,1961,10.612775
United States,USA,1962,11.172462
United States,USA,1963,11.399462
United States,USA,1964,11.146124
United States,USA,1965,11.519597
United States,USA,1966,11.278758
United States,USA,1967,11.195185
United States,USA,1968,11.051147
United States,USA,1969,11.403829
United States,USA,1970,11.829821
United States,USA,1971,11.874358
United States,USA,1972,12.131824
United States,USA,1973,12.00689
United States,USA,1974,12.126271
United States,USA,1975,12.456521
United States,USA,1976,12.090763
United States,USA,1977,12.665993
United States,USA,1978,11.806864
United States,USA,1979,11.557323
United States,USA,1980,11.233352
United States,USA,1981,11.407997
United States,USA,1982,11.4834175
United States,USA,1983,11.343895
United States,USA,1984,11.534745
United States,USA,1985,11.445588
United States,USA,1986,11.841444
United States,USA,1987,11.65284
United States,USA,1988,11.387811
United States,USA,1989,11.248221
United States,USA,1990,11.448089
United States,USA,1991,11.289168
United States,USA,1992,11.050337
United States,USA,1993,11.181945
United States,USA,1994,11.120341
United States,USA,1995,11.0545225
United States,USA,1996,10.764451
United States,USA,1997,10.514229
United States,USA,1998,10.375609
United States,USA,1999,9.812252
United States,USA,2000,9.530368
United States,USA,2001,9.806918
United States,USA,2002,9.95221
United States,USA,2003,9.812848
United States,USA,2004,10.022924
United States,USA,2005,9.924598
United States,USA,2006,10.008573
United States,USA,2007,10.321242
United States,USA,2008,10.701011
United States,USA,2009,10.828995
United States,USA,2010,11.15787
United States,USA,2011,11.402996
United States,USA,2012,11.584363
United States,USA,2013,11.593793
United States,USA,2014,11.936233
United States,USA,2015,12.286391
United States,USA,2016,12.456764
United States,USA,2017,13.070319
United States,USA,2018,13.245689
United States,USA,2019,12.923219
United States,USA,2020,12.531621
United States,USA,2021,13.10246
Uruguay,URY,1955,12.653137
Uruguay,URY,1956,15.056578
Uruguay,URY,1957,11.638479
Uruguay,URY,1958,11.60538
Uruguay,URY,1959,12.363009
Uruguay,URY,1960,12.892193
Uruguay,URY,1963,10.513264
Uruguay,URY,1964,8.89152
Uruguay,URY,1965,11.289282
Uruguay,URY,1966,11.01539
Uruguay,URY,1967,10.495792
Uruguay,URY,1968,10.519086
Uruguay,URY,1969,10.794606
Uruguay,URY,1970,9.6527405
Uruguay,URY,1971,10.5442295
Uruguay,URY,1972,11.337457
Uruguay,URY,1973,11.695148
Uruguay,URY,1974,11.601527
Uruguay,URY,1975,9.92922
Uruguay,URY,1976,10.585429
Uruguay,URY,1977,11.282017
Uruguay,URY,1978,10.17864
Uruguay,URY,1980,8.970847
Uruguay,URY,1981,8.483761
Uruguay,URY,1982,10.367136
Uruguay,URY,1983,10.482415
Uruguay,URY,1984,10.59753
Uruguay,URY,1985,9.01141
Uruguay,URY,1986,7.9512544
Uruguay,URY,1987,7.903826
Uruguay,URY,1988,8.287663
Uruguay,URY,1989,10.604519
Uruguay,URY,1990,9.5151205
Uruguay,URY,1993,12.350703
Uruguay,URY,1994,11.911991
Uruguay,URY,1995,12.321075
Uruguay,URY,1996,11.44369
Uruguay,URY,1997,12.899616
Uruguay,URY,1998,14.816367
Uruguay,URY,1999,12.453282
Uruguay,URY,2000,15.359369
Uruguay,URY,2001,13.80932
Uruguay,URY,2002,18.545681
Uruguay,URY,2003,14.704178
Uruguay,URY,2004,14.356373
Uruguay,URY,2005,13.541622
Uruguay,URY,2006,14.303012
Uruguay,URY,2007,15.820146
Uruguay,URY,2008,14.230572
Uruguay,URY,2009,13.825942
Uruguay,URY,2010,14.662765
Uruguay,URY,2012,16.046043
Uruguay,URY,2013,14.610026
Uruguay,URY,2014,15.9878235
Uruguay,URY,2015,16.687834
Uruguay,URY,2016,18.588537
Uruguay,URY,2017,18.154486
Uruguay,URY,2018,18.295486
Uruguay,URY,2019,18.676174
Uruguay,URY,2020,18.83238
Uzbekistan,UZB,1981,9.541275
Uzbekistan,UZB,1982,9.26833
Uzbekistan,UZB,1985,11.09545
Uzbekistan,UZB,1986,9.937106
Uzbekistan,UZB,1987,9.243445
Uzbekistan,UZB,1988,8.434033
Uzbekistan,UZB,1989,9.956633
Uzbekistan,UZB,1990,9.439918
Uzbekistan,UZB,1991,8.839588
Uzbekistan,UZB,1992,7.836878
Uzbekistan,UZB,1993,8.015136
Uzbekistan,UZB,1994,8.25896
Uzbekistan,UZB,1995,8.696128
Uzbekistan,UZB,1996,9.512298
Uzbekistan,UZB,1997,8.368261
Uzbekistan,UZB,1998,8.326845
Uzbekistan,UZB,1999,8.866324
Uzbekistan,UZB,2000,9.197173
Uzbekistan,UZB,2001,8.772026
Uzbekistan,UZB,2002,7.0337353
Uzbekistan,UZB,2003,6.2697887
Uzbekistan,UZB,2004,5.3422947
Uzbekistan,UZB,2005,5.2137203
Uzbekistan,UZB,2009,5.0945764
Uzbekistan,UZB,2010,5.1612034
Uzbekistan,UZB,2011,5.47
Uzbekistan,UZB,2012,6.0772104
Uzbekistan,UZB,2013,6.3463497
Uzbekistan,UZB,2014,6.7232447
Uzbekistan,UZB,2015,7.5120068
Uzbekistan,UZB,2016,7.631297
Uzbekistan,UZB,2017,7.4249225
Uzbekistan,UZB,2018,6.904292
Uzbekistan,UZB,2019,7.000171
Venezuela,VEN,1955,7.1295815
Venezuela,VEN,1956,7.7593813
Venezuela,VEN,1957,6.3682585
Venezuela,VEN,1958,7.7466145
Venezuela,VEN,1959,7.6192055
Venezuela,VEN,1960,7.829811
Venezuela,VEN,1961,7.5417724
Venezuela,VEN,1962,7.452609
Venezuela,VEN,1963,7.533993
Venezuela,VEN,1964,8.172511
Venezuela,VEN,1965,8.582002
Venezuela,VEN,1966,9.161924
Venezuela,VEN,1967,8.547078
Venezuela,VEN,1968,8.210798
Venezuela,VEN,1969,9.761868
Venezuela,VEN,1970,9.360211
